OS_Threads,Execution_Time_sec,Points_per_Partition,Partitions,Time_Steps
16,                   154.404967691, 160,                  625000,               50                   
16,                   154.911712312, 160,                  625000,               50                   
16,                   157.159776873, 160,                  625000,               50                   
16,                   155.197117215, 160,                  625000,               50                   
16,                   159.858986283, 160,                  625000,               50                   
16,                   81.070296676, 320,                  312500,               50                   
16,                   80.060010163, 320,                  312500,               50                   
16,                   78.273306667, 320,                  312500,               50                   
16,                   79.852243345, 320,                  312500,               50                   
16,                   77.863326401, 320,                  312500,               50                   
16,                   40.246008278, 640,                  156250,               50                   
16,                   40.862591853, 640,                  156250,               50                   
16,                   40.918228951, 640,                  156250,               50                   
16,                   40.28773942, 640,                  156250,               50                   
16,                   40.265090976, 640,                  156250,               50                   
16,                   26.664972145, 1000,                 100000,               50                   
16,                   26.30922753, 1000,                 100000,               50                   
16,                   27.40618935, 1000,                 100000,               50                   
16,                   26.068760237, 1000,                 100000,               50                   
16,                   26.356500527, 1000,                 100000,               50                   
16,                   21.444362616, 1250,                 80000,                50                   
16,                   21.988039682, 1250,                 80000,                50                   
16,                   21.321640857, 1250,                 80000,                50                   
16,                   21.350321597, 1250,                 80000,                50                   
16,                   21.17485409, 1250,                 80000,                50                   
16,                   20.688561138, 1280,                 78125,                50                   
16,                   21.319974894, 1280,                 78125,                50                   
16,                   20.59594248, 1280,                 78125,                50                   
16,                   20.557804241, 1280,                 78125,                50                   
16,                   20.930426194, 1280,                 78125,                50                   
16,                   16.537026828, 1600,                 62500,                50                   
16,                   16.288842935, 1600,                 62500,                50                   
16,                   16.455678154, 1600,                 62500,                50                   
16,                   16.886882766, 1600,                 62500,                50                   
16,                   17.739723564, 1600,                 62500,                50                   
16,                   13.863943063, 2000,                 50000,                50                   
16,                   13.342654711, 2000,                 50000,                50                   
16,                   13.866471473, 2000,                 50000,                50                   
16,                   13.654851926, 2000,                 50000,                50                   
16,                   13.436859463, 2000,                 50000,                50                   
16,                   11.161647722, 2500,                 40000,                50                   
16,                   11.206098132, 2500,                 40000,                50                   
16,                   11.186372786, 2500,                 40000,                50                   
16,                   11.024787235, 2500,                 40000,                50                   
16,                   11.204270529, 2500,                 40000,                50                   
16,                   9.507245142, 3125,                 32000,                50                   
16,                   9.430086461, 3125,                 32000,                50                   
16,                   9.244994796, 3125,                 32000,                50                   
16,                   9.321166613, 3125,                 32000,                50                   
16,                   9.418704039, 3125,                 32000,                50                   
16,                   8.953892603, 3200,                 31250,                50                   
16,                   9.100385539, 3200,                 31250,                50                   
16,                   9.409145098, 3200,                 31250,                50                   
16,                   9.178467658, 3200,                 31250,                50                   
16,                   9.017516668, 3200,                 31250,                50                   
16,                   7.991657583, 4000,                 25000,                50                   
16,                   7.641164151, 4000,                 25000,                50                   
16,                   7.674104038, 4000,                 25000,                50                   
16,                   7.945176923, 4000,                 25000,                50                   
16,                   8.119183933, 4000,                 25000,                50                   
16,                   6.475599535, 5000,                 20000,                50                   
16,                   6.71633344, 5000,                 20000,                50                   
16,                   6.60792103, 5000,                 20000,                50                   
16,                   6.719121774, 5000,                 20000,                50                   
16,                   6.410405792, 5000,                 20000,                50                   
16,                   5.766606528, 6250,                 16000,                50                   
16,                   5.723926289, 6250,                 16000,                50                   
16,                   5.91299707, 6250,                 16000,                50                   
16,                   6.002410249, 6250,                 16000,                50                   
16,                   5.745161249, 6250,                 16000,                50                   
16,                   5.849006863, 6400,                 15625,                50                   
16,                   6.189326233, 6400,                 15625,                50                   
16,                   5.860106434, 6400,                 15625,                50                   
16,                   6.192974492, 6400,                 15625,                50                   
16,                   5.776781203, 6400,                 15625,                50                   
16,                   5.392998966, 8000,                 12500,                50                   
16,                   5.011348238, 8000,                 12500,                50                   
16,                   5.077796388, 8000,                 12500,                50                   
16,                   5.590061604, 8000,                 12500,                50                   
16,                   5.276392043, 8000,                 12500,                50                   
