OS_Threads,Execution_Time_sec,Points_per_Partition,Partitions,Time_Steps
4,                    58.154849084, 160,                  625000,               50                   
4,                    57.772736995, 160,                  625000,               50                   
4,                    57.413928117, 160,                  625000,               50                   
4,                    57.870964536, 160,                  625000,               50                   
4,                    57.727649921, 160,                  625000,               50                   
4,                    30.246282364, 320,                  312500,               50                   
4,                    30.579533766, 320,                  312500,               50                   
4,                    29.946196123, 320,                  312500,               50                   
4,                    30.624478957, 320,                  312500,               50                   
4,                    30.036925953, 320,                  312500,               50                   
4,                    18.169474208, 640,                  156250,               50                   
4,                    18.388477317, 640,                  156250,               50                   
4,                    18.440351035, 640,                  156250,               50                   
4,                    17.757460932, 640,                  156250,               50                   
4,                    17.296137264, 640,                  156250,               50                   
4,                    13.077421676, 1000,                 100000,               50                   
4,                    13.146121317, 1000,                 100000,               50                   
4,                    13.430700364, 1000,                 100000,               50                   
4,                    13.213382952, 1000,                 100000,               50                   
4,                    13.348201652, 1000,                 100000,               50                   
4,                    10.868960815, 1250,                 80000,                50                   
4,                    10.983692346, 1250,                 80000,                50                   
4,                    10.742081733, 1250,                 80000,                50                   
4,                    10.928627189, 1250,                 80000,                50                   
4,                    10.791370914, 1250,                 80000,                50                   
4,                    10.478349337, 1280,                 78125,                50                   
4,                    10.581603137, 1280,                 78125,                50                   
4,                    10.590359204, 1280,                 78125,                50                   
4,                    10.679179683, 1280,                 78125,                50                   
4,                    10.737757608, 1280,                 78125,                50                   
4,                    9.133524314, 1600,                 62500,                50                   
4,                    9.006617913, 1600,                 62500,                50                   
4,                    9.193751814, 1600,                 62500,                50                   
4,                    8.401015854, 1600,                 62500,                50                   
4,                    8.543300094, 1600,                 62500,                50                   
4,                    8.280934832, 2000,                 50000,                50                   
4,                    8.361058912, 2000,                 50000,                50                   
4,                    8.350761707, 2000,                 50000,                50                   
4,                    8.341548633, 2000,                 50000,                50                   
4,                    8.303682726, 2000,                 50000,                50                   
4,                    7.504514344, 2500,                 40000,                50                   
4,                    7.331870251, 2500,                 40000,                50                   
4,                    7.32365598, 2500,                 40000,                50                   
4,                    7.323748608, 2500,                 40000,                50                   
4,                    7.301902933, 2500,                 40000,                50                   
4,                    6.824983763, 3125,                 32000,                50                   
4,                    6.867522143, 3125,                 32000,                50                   
