OS_Threads,Execution_Time_sec,Points_per_Partition,Partitions,Time_Steps
1,                    122.500567197, 160,                  625000,               50                   
1,                    122.331028234, 160,                  625000,               50                   
1,                    122.277872107, 160,                  625000,               50                   
1,                    122.364342472, 160,                  625000,               50                   
1,                    122.53102561, 160,                  625000,               50                   
1,                    62.965677015, 320,                  312500,               50                   
1,                    62.582878917, 320,                  312500,               50                   
1,                    63.157982349, 320,                  312500,               50                   
1,                    62.984722082, 320,                  312500,               50                   
1,                    63.196910919, 320,                  312500,               50                   
1,                    33.799352869, 640,                  156250,               50                   
1,                    33.746326772, 640,                  156250,               50                   
1,                    33.868653872, 640,                  156250,               50                   
1,                    33.757681989, 640,                  156250,               50                   
1,                    33.884597483, 640,                  156250,               50                   
1,                    23.524616012, 1000,                 100000,               50                   
1,                    23.513850595, 1000,                 100000,               50                   
1,                    23.243937757, 1000,                 100000,               50                   
1,                    23.568256189, 1000,                 100000,               50                   
1,                    23.530007454, 1000,                 100000,               50                   
1,                    20.193547438, 1250,                 80000,                50                   
1,                    20.276931733, 1250,                 80000,                50                   
1,                    19.840760331, 1250,                 80000,                50                   
1,                    20.241051292, 1250,                 80000,                50                   
1,                    20.188786871, 1250,                 80000,                50                   
1,                    19.870415004, 1280,                 78125,                50                   
1,                    19.840552806, 1280,                 78125,                50                   
1,                    19.681471705, 1280,                 78125,                50                   
1,                    19.815947772, 1280,                 78125,                50                   
1,                    19.712627008, 1280,                 78125,                50                   
1,                    17.525128002, 1600,                 62500,                50                   
1,                    17.665085229, 1600,                 62500,                50                   
1,                    17.591701706, 1600,                 62500,                50                   
1,                    17.670049175, 1600,                 62500,                50                   
1,                    17.627523665, 1600,                 62500,                50                   
1,                    15.534406806, 2000,                 50000,                50                   
1,                    15.624345015, 2000,                 50000,                50                   
1,                    15.605859113, 2000,                 50000,                50                   
1,                    15.382625622, 2000,                 50000,                50                   
1,                    15.557250407, 2000,                 50000,                50                   
1,                    13.830801491, 2500,                 40000,                50                   
1,                    13.844197029, 2500,                 40000,                50                   
1,                    13.752816112, 2500,                 40000,                50                   
1,                    13.818275567, 2500,                 40000,                50                   
1,                    13.693917656, 2500,                 40000,                50                   
1,                    12.548554201, 3125,                 32000,                50                   
1,                    12.651686226, 3125,                 32000,                50                   
1,                    12.515213612, 3125,                 32000,                50                   
1,                    12.677866625, 3125,                 32000,                50                   
1,                    12.482125096, 3125,                 32000,                50                   
1,                    12.816917256, 3200,                 31250,                50                   
1,                    12.80623469, 3200,                 31250,                50                   
1,                    12.824974965, 3200,                 31250,                50                   
1,                    12.623690189, 3200,                 31250,                50                   
1,                    12.758426671, 3200,                 31250,                50                   
1,                    11.720358645, 4000,                 25000,                50                   
1,                    11.875383583, 4000,                 25000,                50                   
